danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Song,Artist
0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,4fzsfWzRhPawzqhX8Qt9F3,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/tracks/4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/audio-analysis/4fzsfWzRhPawzqhX8Qt9F3,311867,4,Stronger,Kanye West
0.679,0.754,8,-6.965,1,0.186,0.323,0.0,0.126,0.905,86.993,audio_features,2iaCM7WvOknQI1230hA9eK,spotify:track:2iaCM7WvOknQI1230hA9eK,https://api.spotify.com/v1/tracks/2iaCM7WvOknQI1230hA9eK,https://api.spotify.com/v1/audio-analysis/2iaCM7WvOknQI1230hA9eK,203493,4,Homecoming,Kanye West
0.201,0.777,1,-10.167,1,0.0705,0.304,0.78,0.0981,0.235,145.733,audio_features,5by3w3NXvwDpV9FBSOR35u,spotify:track:5by3w3NXvwDpV9FBSOR35u,https://api.spotify.com/v1/tracks/5by3w3NXvwDpV9FBSOR35u,https://api.spotify.com/v1/audio-analysis/5by3w3NXvwDpV9FBSOR35u,433573,4,Heroin,The Velvet Underground
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,audio_features,2MLHyLy5z5l5YRp7momlgw,spotify:track:2MLHyLy5z5l5YRp7momlgw,https://api.spotify.com/v1/tracks/2MLHyLy5z5l5YRp7momlgw,https://api.spotify.com/v1/audio-analysis/2MLHyLy5z5l5YRp7momlgw,200307,4,Island In The Sun,Weezer
0.487,0.811,8,-7.223,1,0.0432,0.000408,3.83e-05,0.146,0.382,120.124,audio_features,5vkkhwtKWnGkFu3tagE71D,spotify:track:5vkkhwtKWnGkFu3tagE71D,https://api.spotify.com/v1/tracks/5vkkhwtKWnGkFu3tagE71D,https://api.spotify.com/v1/audio-analysis/5vkkhwtKWnGkFu3tagE71D,204933,3,Holiday,Weezer
0.68,0.64,1,-6.691,0,0.0336,0.29,0.00593,0.124,0.738,105.981,audio_features,7JOizhmt3HlBgQyJEa0AgK,spotify:track:7JOizhmt3HlBgQyJEa0AgK,https://api.spotify.com/v1/tracks/7JOizhmt3HlBgQyJEa0AgK,https://api.spotify.com/v1/audio-analysis/7JOizhmt3HlBgQyJEa0AgK,322267,4,Short Change Hero,The Heavy
0.524,0.955,0,-7.081,1,0.0411,0.00717,8.77e-06,0.659,0.869,133.849,audio_features,2ccUQnjjNWT0rsNnsBpsCA,spotify:track:2ccUQnjjNWT0rsNnsBpsCA,https://api.spotify.com/v1/tracks/2ccUQnjjNWT0rsNnsBpsCA,https://api.spotify.com/v1/audio-analysis/2ccUQnjjNWT0rsNnsBpsCA,253733,4,Surrender,Cheap Trick
0.663,0.694,10,-8.627,0,0.171,0.0253,0.0,0.0698,0.525,167.953,audio_features,7yMiX7n9SBvadzox8T5jzT,spotify:track:7yMiX7n9SBvadzox8T5jzT,https://api.spotify.com/v1/tracks/7yMiX7n9SBvadzox8T5jzT,https://api.spotify.com/v1/audio-analysis/7yMiX7n9SBvadzox8T5jzT,340920,4,Clint Eastwood,Gorillaz
0.521,0.301,4,-7.118,0,0.0356,0.836,0.0,0.398,0.621,137.382,audio_features,6EOKwO6WaLal58MSsi6U4W,spotify:track:6EOKwO6WaLal58MSsi6U4W,https://api.spotify.com/v1/tracks/6EOKwO6WaLal58MSsi6U4W,https://api.spotify.com/v1/audio-analysis/6EOKwO6WaLal58MSsi6U4W,125227,4,Eleanor Rigby,The Beatles
0.621,0.524,0,-15.269,1,0.0803,0.0652,0.00199,0.893,0.889,110.586,audio_features,2fDHuS1PTkHBbCWWZF1ph9,spotify:track:2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/tracks/2fDHuS1PTkHBbCWWZF1ph9,https://api.spotify.com/v1/audio-analysis/2fDHuS1PTkHBbCWWZF1ph9,162653,4,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",Johnny Cash
0.667,0.692,5,-8.361,1,0.0285,0.147,3.75e-05,0.349,0.846,96.022,audio_features,0jBE7Fn78EAvmIs3dCd6GO,spotify:track:0jBE7Fn78EAvmIs3dCd6GO,https://api.spotify.com/v1/tracks/0jBE7Fn78EAvmIs3dCd6GO,https://api.spotify.com/v1/audio-analysis/0jBE7Fn78EAvmIs3dCd6GO,151333,4,Is This It,The Strokes
0.442,0.529,0,-10.94,1,0.026,0.261,0.0157,0.184,0.749,79.194,audio_features,0ToHhkK4qtwEyKOxhQpMbJ,spotify:track:0ToHhkK4qtwEyKOxhQpMbJ,https://api.spotify.com/v1/tracks/0ToHhkK4qtwEyKOxhQpMbJ,https://api.spotify.com/v1/audio-analysis/0ToHhkK4qtwEyKOxhQpMbJ,183733,4,Ohio,"Crosby, Stills, Nash & Young"
0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,3mwvKOyMmG77zZRunnxp9E,spotify:track:3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/tracks/3mwvKOyMmG77zZRunnxp9E,https://api.spotify.com/v1/audio-analysis/3mwvKOyMmG77zZRunnxp9E,159227,4,Buddy Holly,Weezer
0.507,0.537,7,-10.732,1,0.0314,0.0402,1.88e-06,0.181,0.836,127.437,audio_features,5l547qhRU2DTC49o3UNZnf,spotify:track:5l547qhRU2DTC49o3UNZnf,https://api.spotify.com/v1/tracks/5l547qhRU2DTC49o3UNZnf,https://api.spotify.com/v1/audio-analysis/5l547qhRU2DTC49o3UNZnf,202440,4,Out Of Time - Strings Version,The Rolling Stones
0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,audio_features,1foMv2HQwfQ2vntFf9HFeG,spotify:track:1foMv2HQwfQ2vntFf9HFeG,https://api.spotify.com/v1/tracks/1foMv2HQwfQ2vntFf9HFeG,https://api.spotify.com/v1/audio-analysis/1foMv2HQwfQ2vntFf9HFeG,200173,4,Rhinestone Eyes,Gorillaz
0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4,Brown Eyed Girl,Van Morrison
0.654,0.773,7,-6.484,0,0.027,0.0123,0.0,0.155,0.677,108.03,audio_features,5beiMMlsINDI5fxRdF0D42,spotify:track:5beiMMlsINDI5fxRdF0D42,https://api.spotify.com/v1/tracks/5beiMMlsINDI5fxRdF0D42,https://api.spotify.com/v1/audio-analysis/5beiMMlsINDI5fxRdF0D42,199067,4,Female of the Species,Space
0.728,0.832,7,-6.827,1,0.267,0.327,0.0,0.504,0.825,95.051,audio_features,5KUNwkaNf8l5A9sXZhiCgI,spotify:track:5KUNwkaNf8l5A9sXZhiCgI,https://api.spotify.com/v1/tracks/5KUNwkaNf8l5A9sXZhiCgI,https://api.spotify.com/v1/audio-analysis/5KUNwkaNf8l5A9sXZhiCgI,172893,4,Rapp Snitch Knishes feat. Mr. Fantastik,MF DOOM
0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,audio_features,5IyL3XOaRPpTgxVjRIAxXU,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/tracks/5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/audio-analysis/5IyL3XOaRPpTgxVjRIAxXU,193880,4,Ziggy Stardust - 2012 Remaster,David Bowie
0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,1Ud6moTC0KyXMq1Oxfien0,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones
0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,audio_features,72Z17vmmeQKAg8bptWvpVG,spotify:track:72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/tracks/72Z17vmmeQKAg8bptWvpVG,https://api.spotify.com/v1/audio-analysis/72Z17vmmeQKAg8bptWvpVG,318027,4,Space Oddity - 2015 Remaster,David Bowie
0.46,0.326,7,-10.699,1,0.0417,0.142,1.01e-05,0.0449,0.321,152.531,audio_features,1JIzFhI9Lt5FyslawmHCBi,spotify:track:1JIzFhI9Lt5FyslawmHCBi,https://api.spotify.com/v1/tracks/1JIzFhI9Lt5FyslawmHCBi,https://api.spotify.com/v1/audio-analysis/1JIzFhI9Lt5FyslawmHCBi,283753,3,Five Years - 2012 Remaster,David Bowie
0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,audio_features,5iSEsR6NKjlC9SrIJkyL3k,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/tracks/5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/audio-analysis/5iSEsR6NKjlC9SrIJkyL3k,295293,4,Pursuit Of Happiness (Nightmare),Kid Cudi
0.671,0.726,7,-8.689,1,0.0272,0.389,0.882,0.14,0.581,102.002,audio_features,393MDhe62s8hbH8ETrlxe5,spotify:track:393MDhe62s8hbH8ETrlxe5,https://api.spotify.com/v1/tracks/393MDhe62s8hbH8ETrlxe5,https://api.spotify.com/v1/audio-analysis/393MDhe62s8hbH8ETrlxe5,294227,4,Mr. Rager,Kid Cudi
0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,audio_features,3jfZ9M23l0L7RxzYMTgBTv,spotify:track:3jfZ9M23l0L7RxzYMTgBTv,https://api.spotify.com/v1/tracks/3jfZ9M23l0L7RxzYMTgBTv,https://api.spotify.com/v1/audio-analysis/3jfZ9M23l0L7RxzYMTgBTv,179499,4,Looking Out for You,Joy Again
0.457,0.618,6,-6.682,1,0.0296,0.00114,0.00257,0.0679,0.579,80.184,audio_features,5WhtlIoxoZrMmuaWWEQhwV,spotify:track:5WhtlIoxoZrMmuaWWEQhwV,https://api.spotify.com/v1/tracks/5WhtlIoxoZrMmuaWWEQhwV,https://api.spotify.com/v1/audio-analysis/5WhtlIoxoZrMmuaWWEQhwV,305533,4,Undone - The Sweater Song,Weezer
0.683,0.766,5,-8.733,0,0.041,0.554,0.00346,0.0815,0.568,119.19,audio_features,3sYWyVGfPuit80szWXhrRA,spotify:track:3sYWyVGfPuit80szWXhrRA,https://api.spotify.com/v1/tracks/3sYWyVGfPuit80szWXhrRA,https://api.spotify.com/v1/audio-analysis/3sYWyVGfPuit80szWXhrRA,253907,4,Come As You Are,Nirvana
0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,4RvWPyQ5RL0ao9LPZeSouE,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4,Everybody Wants To Rule The World,Tears For Fears
0.376,0.718,7,-6.7,1,0.246,0.0996,0.00332,0.633,0.615,91.115,audio_features,4BnrGx9tWNF8aiXl1UhDBa,spotify:track:4BnrGx9tWNF8aiXl1UhDBa,https://api.spotify.com/v1/tracks/4BnrGx9tWNF8aiXl1UhDBa,https://api.spotify.com/v1/audio-analysis/4BnrGx9tWNF8aiXl1UhDBa,258587,4,One Beer,MF DOOM
0.656,0.765,9,-8.326,1,0.318,0.709,0.0083,0.0584,0.846,75.609,audio_features,6iB5UGqQpAhnSMdksc9Kau,spotify:track:6iB5UGqQpAhnSMdksc9Kau,https://api.spotify.com/v1/tracks/6iB5UGqQpAhnSMdksc9Kau,https://api.spotify.com/v1/audio-analysis/6iB5UGqQpAhnSMdksc9Kau,231773,4,Apeman - Mono Mix,The Kinks
0.607,0.411,1,-7.566,1,0.0414,0.603,0.000671,0.103,0.412,84.94,audio_features,5cxnSTLzGD1t9xcdmJYFVB,spotify:track:5cxnSTLzGD1t9xcdmJYFVB,https://api.spotify.com/v1/tracks/5cxnSTLzGD1t9xcdmJYFVB,https://api.spotify.com/v1/audio-analysis/5cxnSTLzGD1t9xcdmJYFVB,168307,4,No Children,The Mountain Goats
0.432,0.877,11,-5.614,0,0.0641,0.00342,0.848,0.044,0.632,77.49,audio_features,25Mqcjjl5uGnQ0bGFdBnbK,spotify:track:25Mqcjjl5uGnQ0bGFdBnbK,https://api.spotify.com/v1/tracks/25Mqcjjl5uGnQ0bGFdBnbK,https://api.spotify.com/v1/audio-analysis/25Mqcjjl5uGnQ0bGFdBnbK,221453,4,Bad Voodoo,Kreeps
0.536,0.696,4,-6.818,0,0.0365,0.134,3.17e-06,0.287,0.683,117.179,audio_features,6im4Ks6SWUqwTGp7Cft1e7,spotify:track:6im4Ks6SWUqwTGp7Cft1e7,https://api.spotify.com/v1/tracks/6im4Ks6SWUqwTGp7Cft1e7,https://api.spotify.com/v1/audio-analysis/6im4Ks6SWUqwTGp7Cft1e7,214027,4,Time of the Season,The Zombies
0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,audio_features,0wJoRiX5K5BxlqZTolB2LD,spotify:track:0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/tracks/0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/audio-analysis/0wJoRiX5K5BxlqZTolB2LD,170813,4,Purple Haze,Jimi Hendrix
0.424,0.555,9,-5.45,1,0.0408,0.00164,0.0243,0.462,0.31,122.232,audio_features,2iZEOHx7XZGZUglo3gI9a7,spotify:track:2iZEOHx7XZGZUglo3gI9a7,https://api.spotify.com/v1/tracks/2iZEOHx7XZGZUglo3gI9a7,https://api.spotify.com/v1/audio-analysis/2iZEOHx7XZGZUglo3gI9a7,187627,4,2000 Man - Remastered 2017 / Stereo,The Rolling Stones
0.683,0.63,11,-8.844,1,0.0296,0.363,0.000873,0.314,0.481,102.457,audio_features,1CM1wOqD2AIjt2MWd31LV2,spotify:track:1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/tracks/1CM1wOqD2AIjt2MWd31LV2,https://api.spotify.com/v1/audio-analysis/1CM1wOqD2AIjt2MWd31LV2,261440,1,Solsbury Hill,Peter Gabriel
0.613,0.307,2,-17.385,1,0.0414,0.387,4.52e-06,0.087,0.789,117.305,audio_features,1Zi2ezNOqt9y9irC11xYpN,spotify:track:1Zi2ezNOqt9y9irC11xYpN,https://api.spotify.com/v1/tracks/1Zi2ezNOqt9y9irC11xYpN,https://api.spotify.com/v1/audio-analysis/1Zi2ezNOqt9y9irC11xYpN,215827,4,Eve Of Destruction,Barry McGuire
0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4,Under Pressure - Remastered 2011,Queen
0.535,0.65,10,-6.328,1,0.0554,0.379,0.0,0.14,0.61,117.188,audio_features,7GqWnsKhMtEW0nzki5o0d8,spotify:track:7GqWnsKhMtEW0nzki5o0d8,https://api.spotify.com/v1/tracks/7GqWnsKhMtEW0nzki5o0d8,https://api.spotify.com/v1/audio-analysis/7GqWnsKhMtEW0nzki5o0d8,179600,4,Killer Queen - Remastered 2011,Queen
0.492,0.675,6,-5.456,1,0.0389,0.467,0.0,0.142,0.478,203.759,audio_features,7K3BhSpAxZBznislvUMVtn,spotify:track:7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/tracks/7K3BhSpAxZBznislvUMVtn,https://api.spotify.com/v1/audio-analysis/7K3BhSpAxZBznislvUMVtn,163855,4,Last Night,Morgan Wallen
0.707,0.681,0,-4.325,1,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,audio_features,0yLdNVWF3Srea0uzk55zFn,spotify:track:0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/tracks/0yLdNVWF3Srea0uzk55zFn,https://api.spotify.com/v1/audio-analysis/0yLdNVWF3Srea0uzk55zFn,200455,4,Flowers,Miley Cyrus
0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,audio_features,1Lo0QY9cvc8sUB2vnIOxDT,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/tracks/1Lo0QY9cvc8sUB2vnIOxDT,https://api.spotify.com/v1/audio-analysis/1Lo0QY9cvc8sUB2vnIOxDT,265493,4,Fast Car,Luke Combs
0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,audio_features,0WtM2NBVQNNJLh6scP13H8,spotify:track:0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,239318,4,Calm Down (with Selena Gomez),Rema
0.829,0.436,3,-8.205,1,0.327,0.15,0.0,0.0954,0.693,143.031,audio_features,6HgWWaMu31KdOpEG5l28BG,spotify:track:6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/tracks/6HgWWaMu31KdOpEG5l28BG,https://api.spotify.com/v1/audio-analysis/6HgWWaMu31KdOpEG5l28BG,223204,4,All My Life (feat. J. Cole),Lil Durk
0.816,0.367,2,-9.354,1,0.0588,0.314,0.0,0.0987,0.413,116.035,audio_features,1SRw5p2lVAi7RGlHEmZg66,spotify:track:1SRw5p2lVAi7RGlHEmZg66,https://api.spotify.com/v1/tracks/1SRw5p2lVAi7RGlHEmZg66,https://api.spotify.com/v1/audio-analysis/1SRw5p2lVAi7RGlHEmZg66,208630,4,Favorite Song,Toosii
0.644,0.728,8,-5.75,1,0.0351,0.0543,0.169,0.161,0.43,88.993,audio_features,3OHfY25tqY28d16oZczHc8,spotify:track:3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/tracks/3OHfY25tqY28d16oZczHc8,https://api.spotify.com/v1/audio-analysis/3OHfY25tqY28d16oZczHc8,153947,4,Kill Bill,SZA
0.715,0.62,1,-6.005,0,0.0484,0.417,0.0,0.0822,0.172,97.95,audio_features,2dHHgzDwk4BJdRwy9uXhTO,spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/tracks/2dHHgzDwk4BJdRwy9uXhTO,https://api.spotify.com/v1/audio-analysis/2dHHgzDwk4BJdRwy9uXhTO,221520,4,Creepin' (with The Weeknd & 21 Savage),Metro Boomin
0.615,0.616,8,-6.523,1,0.0622,0.0623,0.0,0.579,0.0734,89.977,audio_features,4i6cwNY6oIUU2XZxPIw82Y,spotify:track:4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/tracks/4i6cwNY6oIUU2XZxPIw82Y,https://api.spotify.com/v1/audio-analysis/4i6cwNY6oIUU2XZxPIw82Y,201493,4,Karma (feat. Ice Spice),Taylor Swift
0.668,0.758,5,-5.176,0,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,audio_features,3dnP0JxCgygwQH9Gm7q7nb,spotify:track:3dnP0JxCgygwQH9Gm7q7nb,https://api.spotify.com/v1/tracks/3dnP0JxCgygwQH9Gm7q7nb,https://api.spotify.com/v1/audio-analysis/3dnP0JxCgygwQH9Gm7q7nb,165671,3,Ella Baila Sola,Eslabon Armado
0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,audio_features,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/tracks/0JXXNGljqupsJaZsgSbMZV,https://api.spotify.com/v1/audio-analysis/0JXXNGljqupsJaZsgSbMZV,195373,4,Sure Thing,Miguel
0.638,0.634,4,-6.582,1,0.0457,0.133,1.23e-06,0.152,0.519,96.953,audio_features,02Zkkf2zMkwRGQjZ7T4p8f,spotify:track:02Zkkf2zMkwRGQjZ7T4p8f,https://api.spotify.com/v1/tracks/02Zkkf2zMkwRGQjZ7T4p8f,https://api.spotify.com/v1/audio-analysis/02Zkkf2zMkwRGQjZ7T4p8f,200690,4,Anti-Hero,Taylor Swift
0.531,0.525,1,-6.5,0,0.0671,0.232,0.0,0.441,0.502,66.9,audio_features,7oDd86yk8itslrA9HRP2ki,spotify:track:7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/tracks/7oDd86yk8itslrA9HRP2ki,https://api.spotify.com/v1/audio-analysis/7oDd86yk8itslrA9HRP2ki,232857,4,Die For You - Remix,The Weeknd
0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,audio_features,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3,Something in the Orange,Zach Bryan
0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,audio_features,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/tracks/4iZ4pt7kvcaH6Yo8UoZ4s2,https://api.spotify.com/v1/audio-analysis/4iZ4pt7kvcaH6Yo8UoZ4s2,201800,4,Snooze,SZA
0.812,0.479,2,-5.678,0,0.333,0.213,1.21e-06,0.0756,0.559,169.922,audio_features,2UW7JaomAMuX9pZrjVpHAU,spotify:track:2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/tracks/2UW7JaomAMuX9pZrjVpHAU,https://api.spotify.com/v1/audio-analysis/2UW7JaomAMuX9pZrjVpHAU,234353,4,La Bebe - Remix,Yng Lvcas
0.652,0.8,9,-4.019,0,0.0614,0.143,0.629,0.112,0.234,143.978,audio_features,7ro0hRteUMfnOioTFI5TG1,spotify:track:7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/tracks/7ro0hRteUMfnOioTFI5TG1,https://api.spotify.com/v1/audio-analysis/7ro0hRteUMfnOioTFI5TG1,231704,4,WHERE SHE GOES,Bad Bunny
0.569,0.724,6,-4.076,0,0.0474,0.228,0.0,0.27,0.562,83.118,audio_features,6pD0ufEQq0xdHSsRbg9LBK,spotify:track:6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/tracks/6pD0ufEQq0xdHSsRbg9LBK,https://api.spotify.com/v1/audio-analysis/6pD0ufEQq0xdHSsRbg9LBK,194563,4,un x100to,Grupo Frontera
0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,audio_features,5jUOG0aeAofL5u3UWyrtDO,spotify:track:5jUOG0aeAofL5u3UWyrtDO,https://api.spotify.com/v1/tracks/5jUOG0aeAofL5u3UWyrtDO,https://api.spotify.com/v1/audio-analysis/5jUOG0aeAofL5u3UWyrtDO,197400,4,Need A Favor,Jelly Roll
0.817,0.44,10,-8.482,0,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,audio_features,7aRCf5cLOFN1U7kvtChY1G,spotify:track:7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/tracks/7aRCf5cLOFN1U7kvtChY1G,https://api.spotify.com/v1/audio-analysis/7aRCf5cLOFN1U7kvtChY1G,272113,4,Search & Rescue,Drake
0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,audio_features,5uU1uuyaUIBOiiUSQG7Wl3,spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/tracks/5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/audio-analysis/5uU1uuyaUIBOiiUSQG7Wl3,157478,4,You Proof,Morgan Wallen
0.656,0.757,3,-5.775,0,0.0308,0.492,0.0,0.117,0.429,139.971,audio_features,0PAcdVzhPO4gq1Iym9ESnK,spotify:track:0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388,4,Thinkin’ Bout Me,Morgan Wallen
0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,audio_features,5w40ZYhbBMAlHYNDaVJIUu,spotify:track:5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/tracks/5w40ZYhbBMAlHYNDaVJIUu,https://api.spotify.com/v1/audio-analysis/5w40ZYhbBMAlHYNDaVJIUu,184013,4,Chemical,Post Malone
0.77,0.661,2,-8.199,1,0.0336,0.652,0.0,0.383,0.943,120.053,audio_features,4dKa5ZzlGqUy3Wo0yaXKNI,spotify:track:4dKa5ZzlGqUy3Wo0yaXKNI,https://api.spotify.com/v1/tracks/4dKa5ZzlGqUy3Wo0yaXKNI,https://api.spotify.com/v1/audio-analysis/4dKa5ZzlGqUy3Wo0yaXKNI,174253,4,Cupid,FIFTY FIFTY
0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,audio_features,4686eQ81DEswHa90bcdlC9,spotify:track:4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/tracks/4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/audio-analysis/4686eQ81DEswHa90bcdlC9,207541,3,Rock and A Hard Place,Bailey Zimmerman
0.777,0.526,2,-6.221,1,0.0645,0.302,0.0,0.105,0.389,107.071,audio_features,07bsRv0pcpbG4zJeLsUs1p,spotify:track:07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/tracks/07bsRv0pcpbG4zJeLsUs1p,https://api.spotify.com/v1/audio-analysis/07bsRv0pcpbG4zJeLsUs1p,194849,4,Eyes Closed,Ed Sheeran
0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,audio_features,6AQbmUe0Qwf5PZnt4HmTXv,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/tracks/6AQbmUe0Qwf5PZnt4HmTXv,https://api.spotify.com/v1/audio-analysis/6AQbmUe0Qwf5PZnt4HmTXv,131013,4,Boy's a Liar Pt. 2,PinkPantheress
0.557,0.597,5,-8.296,1,0.048,0.646,0.0,0.0974,0.414,78.526,audio_features,2lNTHWu2I5Tcz9ukWsV5Jj,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/tracks/2lNTHWu2I5Tcz9ukWsV5Jj,https://api.spotify.com/v1/audio-analysis/2lNTHWu2I5Tcz9ukWsV5Jj,175238,4,Next Thing You Know,Jordan Davis
0.849,0.614,1,-7.323,1,0.317,0.0282,0.0,0.0603,0.472,111.363,audio_features,6c6WmIHcHlhccEwSFBhzNa,spotify:track:6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/tracks/6c6WmIHcHlhccEwSFBhzNa,https://api.spotify.com/v1/audio-analysis/6c6WmIHcHlhccEwSFBhzNa,185748,5,Put It On Da Floor Again (feat. Cardi B),Latto
